Altitude,Catchment area,Catchment height,Absorbance Coefficient,Ammonia,Cloud Cover,Dissolved Oxygen Saturation,Dissolved Reactive Phosphate,E Coli,Electrical Conductivity,Nitrate + Nitrite,Total Nitrogen,Total Phosphate,Turbidity,Water Temp,pH
30,122,237,3.9,5,8,96.5,3.9,79.4,125,4,64,7,0.76,20,7.9
518,2689,864,6.9,9,6,102.4,8.4,344.8,144.2,98,316,48,15.3,19.7,8.26
320,414,455,0.9,5,7,110.3,1.6,3.1,491,1,131,10,0.88,19.6,8.08
76,3076,854,1.6,7,8,97.8,3.7,137.4,72.9,255,292,18,12.5,20.3,7.74
10,305,248,3.8,91,8,107.1,1,27.5,227.8,637,887,9,0.85,20.9,8.22
10,307,151,12.7,8,8,104.8,3,90.9,132.7,2,203,17,1.48,22.6,8.05
6,914,374,5.8,39,7,86.3,64.5,143.9,342.4,385,577,96,4.6,18.2,7.43
3,2818,482,2.9,27,7,96.4,22,16,96.9,634,736,39,3.28,18.7,7.06
21,809,231,7.1,7,8,93.4,3.3,146.7,169.3,10,192,19,2.68,22.2,7.73
91,546,159,17.1,11,8,93.6,9.4,866.4,155.7,6,260,47,3.51,22.1,7.59
363,786,1005,1.1,7,8,99.6,16.9,727,102.7,47,76,20,1.03,12.9,7.72
131,2139,553,5.1,11,8,101.5,2.2,93.4,118.6,76,194,15,2.01,18.3,8.01
425,293,622,7.4,8,8,98.8,6.5,141.4,92.1,7,156,20,2.92,20.7,7.78
457,30.5,722,6.8,15,2,104,4.1,920.8,179.4,46,252,16,2.68,20,8.39
55,1571,385,4,4,4,110.3,3.1,579.4,434,2,183,22,18.6,27,8.34
80,304,413,6.7,14,8,100.2,6.3,133.3,86.3,85,235,18,1.37,19.3,7.27
10,2822,201,13.3,25,7,86.7,18.2,920.8,138.8,509,859,79,21.4,22.8,7.4
238,458,1020,5.5,8,0,96.7,1.8,29.9,40.9,92,268,15,2.26,16.9,7.51
180,406,627,3.7,5,0,96.4,7.1,121.1,91.9,953,1118,11,1.19,15.1,7.59
4,2373,542,3.5,6,0,92.8,3.7,66.3,70.6,273,402,9,2.2,17.2,7.59
5,11909,956,0.6,3,0,99.8,0.1,125.9,64.9,13,73,8,3.42,19.2,7.92
250,9741,1047,0.5,2,0,98.1,0.1,2,60.5,0,52,4,0.89,20.3,7.99
198,896,695,2.4,3,0,105.2,2.8,44.1,89.3,13,122,6,0.54,19,7.82
488,384,1108,9.3,5,1,101.5,3.5,341,33.4,29,229,67,49.2,16.3,7.54
26,2438,342,1.8,6,1,134.5,1.8,83.9,185,183,326,12,1.32,26.4,9
2,2001,663,1.3,5,1,116.8,4.1,62.9,141,23,141,24,6.83,25.3,8.62
376,166,1049,2.5,3,0,100.4,3.4,8.4,83.4,36,64,5,2.01,12.4,7.89
91,16548,902,0.9,4,6,95.8,0.8,22.6,74.8,21,81,10,2.8,18.7,7.69
15,6309,736,11.9,3,7,98,1.3,141.4,61.7,66,196,29,9.52,18.3,7.52
320,1040,820,9.5,8,8,99.6,11.4,2063,56.7,230,1327,456,180,15.8,7.41
349,3305,655,0.7,3,8,105.6,0.5,14.3,119.1,1,73,4,0.61,20,8.11
76,1750,613,10.4,6,2,98.6,6.3,248.1,90,439,619,33,13.3,17.1,7.51
171,642,774,15.6,4,7,100.6,2.2,58.3,44.2,37,150,6,1.5,18.2,7.38
305,4453,973,0.3,2,8,103.6,0,19.7,68.7,8,40,1,0.97,19.1,8.15
20,3827,485,14.1,7,6,99.3,2.5,115.3,59.8,123,252,12,4.63,19.4,7.24
205,509,528,8.4,2,8,99.6,20.2,341,54.4,175,527,236,187,15.8,7.37
305,4302,1043,0.3,12,1,102,3.7,12.1,67.7,13,60,22,1.16,18.5,7.97
14,8098,665,3,4,7,109.3,0.7,24.3,82.1,200,297,5,1.19,18.7,8.25
185,1144,599,4.9,5,8,98.9,19.4,146.7,80.7,871,1036,44,8.85,16.1,7.39
320,1079,1200,0.5,1,3,99.5,0.1,8.5,129.9,16,36,74,7.38,16.7,7.99
244,2387,1034,0.8,2,8,97.7,0.9,201.4,70,92,111,7,8.35,15.9,7.76
183,1404,888,2.6,2,7,100.4,0.2,45.2,52.4,23,82,4,1.28,18.2,7.65
442,1060,976,1.1,2,8,102,0.3,33.6,74.9,1,49,16,6.16,16.7,7.93
15,5139,470,4.2,20,7,108.7,10.9,167.4,91.9,784,958,25,2.81,19.1,7.71
655,521,1422,0.8,2,7,101,3.5,12.2,46.4,19,37,11,6.09,11.8,7.63
60,2525,648,1.2,4,7,104.5,0.3,344.8,101.5,511,579,10,4.07,19.2,8.07
320,414,455,0.8,1,6,110.7,1,2,494.3,0,137,9,0.83,21.6,8.2
152,716,371,6,17,8,100,14.9,382.2,303.1,44,362,52,4.13,21.8,8.11
76,3076,854,0.7,2,8,103.3,0.3,149.7,72.6,131,157,7,6.73,19.2,7.86
10,305,248,5.2,22,4,101.7,3.8,218.7,100.3,622,773,13,2.07,19.6,7.69
6,914,374,5.4,31,5,88.2,44.5,206.3,293.5,397,581,72,5.44,18.9,7.38
9,20582,790,1.2,4,4,100.8,0.8,88.4,74.6,15,78,9,3.67,19.9,7.9
3,2818,482,8.6,27,4,103.4,21,727,73.8,399,644,117,84.9,19,7.24
200,87,576,4.6,7,1,99.8,3.6,39.9,61,49,95,4,0.81,14,7.52
220,151,672,15.2,5,4,87.3,5.5,648.8,57.5,0,267,25,1.21,16.4,7.06
268,78,829,3.1,5,1,102.1,1.4,80.1,51.9,7,68,3,0.6,17.8,7.56
53,1027,1009,2.2,9,8,98.7,2.9,10.9,74.3,34,50,73,71.2,10.6,7.85
15,1114,257,11.9,40,8,98.1,9.5,2419.2,167.7,337,709,60,16.6,21.6,7.81
320,19,725,19.7,16,8,100.5,13.7,2419.2,67.9,69,438,103,10.4,15.9,7.51
425,293,622,7.8,7,8,100,17.9,770.1,81.6,244,394,39,3.29,20.5,7.87
457,30.5,722,8.4,11,2,101.1,8.8,2419.2,152.6,172,380,24,2.88,20.2,8.32
18,6567,423,9.6,26,4,97.4,8.1,248.9,145.9,277,851,272,86.5,21.2,7.58
55,1571,385,5,3,1,100.8,6,290.9,398.8,37,210,29,19.3,26.9,8.23
30,122,237,5.5,5,8,94,6.6,193.5,110.8,30,86,11,3.83,19.4,7.7
518,2689,864,2.4,4,4,100.8,3.5,45.2,122.2,28,117,15,7.07,18.7,8.29
10,307,151,24.4,10,1,101.4,12.9,648.8,123.8,219,538,59,10.3,22.6,7.72
21,809,231,13.2,14,5,88.2,7.3,272.3,149.5,65,278,37,10,23.2,7.46
91,546,159,40.9,154,7,50,38.7,69.7,132.8,300,1011,138,9.34,22.7,6.55
363,786,1005,1.3,5,8,99.9,11.3,32.7,91.1,63,109,17,2.2,12.3,7.64
80,304,413,8.3,6,7,98.1,8,461.1,58.2,216,360,19,2.51,16.5,7.47
10,2822,201,13.4,15,2,86.5,17.6,517.2,126.2,520,865,105,20.7,20.5,7.42
131,2139,553,9.8,7,8,100.7,5.4,382.2,89.6,191,356,23,5.7,17.4,7.84
15,270,107,19.3,13,3,90.4,16.3,125.9,189.4,147,402,52,6.89,20.6,7.61
10,82,228,32.4,31,3,70.1,15,218.7,223.1,119,606,60,5.67,20.4,7.25
488,384,1108,0.9,3,3,103.7,0.8,4.1,81.2,4,48,2,0.38,18.2,8.09
26,2438,342,2.6,5,1,147,1.1,5.2,201.7,2,152,9,0.56,24.4,9.21
2,2001,663,1.2,3,0,116.4,4.2,8.5,139.6,1,47,11,1.05,24.7,8.77
320,1040,820,1.8,5,2,106.2,2.1,16.8,141,307,381,7,0.93,17.7,8.14
238,458,1020,9.3,39,0,96.6,3.9,435.2,44.9,179,440,30,12.4,14.5,7.46
180,406,627,10.4,4,0,97.3,10.2,285.1,95.4,1120,1470,96,66.5,13,7.67
4,2373,542,8.8,4,0,91.6,7.7,325.5,168.2,645,925,41,24.4,15,7.47
5,11909,956,1.4,2,0,98.4,0.2,193.5,66.1,31,119,18,10.6,17.5,7.77
250,9741,1047,1,3,1,99,0.3,14.8,60.8,1,61,17,4.78,18.3,7.87
198,896,695,7.2,5,1,95.5,5.6,183.5,82.4,49,268,15,2.43,17,7.53
349,3305,655,0.6,2,6,103.1,0.7,6.3,123,0,81,6,0.75,19.6,8.19
205,509,528,4.5,3,3,101.9,19.4,145.5,160,102,214,38,6.63,15.3,7.76
185,1144,599,1.6,4,5,103.8,17.3,59.1,91.5,940,1044,32,3.13,14.1,7.76
14,8098,665,3.4,2,8,104.3,0.6,26.5,84.9,226,334,6,2.03,15.4,7.92
244,2387,1034,0.6,2,0,97.2,1,63.8,117.2,133,156,5,2.57,12.4,7.99
15,5139,470,3.7,16,7,92.3,6.3,318,105.5,955,1149,20,2.73,13.2,7.43
442,1060,976,1,2,0,101.1,0,6.3,79.6,8,54,3,2.39,11.7,7.93
91,16548,902,1,1,8,98.6,0,12.1,74.2,12,74,6,1.83,16.8,7.81
15,6309,736,2.5,2,2,99.4,0.1,26.5,78.3,52,109,3,0.76,16.3,7.72
60,2525,648,1.6,4,0,103.8,1.1,46.4,114.8,712,803,5,2.19,15.3,8.02
320,414,455,0.5,2,1,105.6,1,0,479.3,2,122,7,1.16,20,8.14
305,4453,973,0.3,2,5,104.5,0,3.1,72.9,15,57,1,0.76,16.2,8.24
171,642,774,3.2,1,7,105,0.2,66.3,65.2,12,59,2,0.53,14.8,8.06
76,3076,854,0.5,1,1,104.6,0.4,25.3,77.7,141,168,5,5.3,17.1,7.94
10,305,248,9.2,8,4,102.6,1.9,579.4,123,310,497,14,2.46,18.6,7.82
6,914,374,4.7,28,1,89.4,54.3,61.3,316.4,386,549,86,4.84,17.9,7.45
9,20582,790,1.6,2,2,104.5,0.3,50.4,73.7,4,78,7,4.1,17.1,7.93
20,3827,485,4.6,3,8,108.6,0.3,76.6,78.3,163,237,4,0.76,16.3,7.72
3,2818,482,2.8,2,1,110.9,5,20.3,101.1,512,644,27,4.61,17.2,7.15
305,4302,1043,0.3,8,7,102.5,2.1,14.6,60.2,14,66,18,1.83,15.7,8.01
320,1079,1200,0.3,1,7,101.4,0,6.3,122.6,14,41,41,10.3,13,8.02
200,87,576,2.6,4,6,100.8,3.5,4.1,72,45,112,6,0.77,12.7,7.68
220,151,672,17.6,4,8,92.1,4.1,325.5,51.1,0,280,18,1.74,13.1,7.11
268,78,829,2.9,5,6,102.7,1,48.7,58.1,35,83,3,0.75,13.8,7.73
376,166,1049,0.5,3,8,101.6,1.1,2,127.2,14,32,2,0.63,11.6,8.25
15,1114,257,6.1,6,2,105.3,3.6,25.9,116.4,327,475,15,2.4,18,8.13
320,19,725,2.8,5,2,99.1,10.4,78,81.2,83,128,17,0.86,13.4,7.6
76,1750,613,2.6,3,5,106.4,1,27.5,144.7,321,403,9,1,16.2,8.13
18,6567,423,9.1,28,2,93,2.3,35.4,144.4,82,312,43,19.5,18.8,7.2
183,1404,888,1.5,3,8,99.4,0.4,23.8,62.2,37,89,3,0.66,15.4,7.68
518,2689,864,2.2,3,8,101.6,2.3,33.1,140.9,25,95,7,2.84,14.8,8.11
30,122,237,6.3,2,3,94.4,4,93.3,118.8,6,83,9,2.04,18,7.52
655,521,1422,0.7,2,2,101,2.3,4.1,52.2,2,20,3,0.95,11.2,7.72
425,293,622,6.6,11,4,103.6,5.1,73.3,87.1,17,178,21,1.47,16.3,7.88
10,307,151,14.4,7,1,115.8,5.6,148.3,119.1,133,346,29,5.11,20.8,8.04
457,30.5,722,6.7,10,7,102.4,8,488.4,135.4,97,274,22,1.97,14.5,8.32
21,809,231,12.4,6,5,92.7,6.6,410.6,145.8,105,301,31,11,19.7,7.34
91,546,159,23.4,40,5,76.3,24.5,83.6,140.9,434,893,83,12.1,19.7,6.57
55,1571,385,7.2,5,4,95.2,4.7,1413.6,417,91,303,107,216,19.5,8.17
363,786,1005,0.5,3,8,100.3,15,10.8,107.4,33,61,21,1.7,11.4,7.53
80,304,413,5,5,8,103.8,4.2,198.9,62.2,161,296,16,2.49,16.5,7.4
131,2139,553,4.9,4,8,103.6,1.8,133.4,118.7,121,253,16,4.18,16.2,7.87
10,2822,201,7.5,10,6,91.8,11.4,178.9,130.3,425,627,51,9.26,19.4,7.4
15,270,107,19.48,5,8,92.1,7.1,116.9,197.6,131,390,44,5.76,17.6,7.54
11,1376,607,1.6,2,3,102.8,10.1,8.5,106.9,6,58,13,0.87,17.9,7.86
10,82,228,26.05,18,4,81.1,11.1,178.5,215.3,95,583,47,5.46,17.2,7.21
488,384,1108,0.81,1,6,105,0.9,3.1,98.5,3,35,3,0.67,12.1,8.16
26,2438,342,1.78,7,3,129.4,2.2,16.8,198.7,316,458,14,0.85,17.2,8.84
2,2001,663,1.15,3,6,110.4,4.2,30.1,161.3,1,40,10,0.84,17.8,8.46
320,1040,820,1.53,6,8,100.9,3,21.6,103.5,416,479,7,0.73,12.6,8.01
15,6309,736,16.54,3,8,99.4,2,920.8,68.8,69,241,30,12.7,12.3,7.74
349,3305,655,0.43,0,8,103.7,0.8,7.4,118.5,2,59,4,0.33,18.6,8.15
171,642,774,25.52,4,8,100.4,2.4,86,32.8,14,184,18,5.61,8.9,7.22
205,509,528,3.3,2,8,101.3,17.4,816.4,87.6,53,154,34,5.47,13.8,7.91
20,3827,485,17.18,12,8,97.4,6.3,816.4,52.5,132,314,35,10.1,11.3,7.34
14,8098,665,6.27,3,8,103.1,1.2,84.2,77.8,141,283,10,4.61,10.4,7.89
185,1144,599,2.04,8,8,100.3,23.3,1299.7,94.2,929,1214,57,4.75,13.2,7.75
244,2387,1034,1.7,0,8,98,2.2,143,71.3,124,153,9,11.8,7.5,7.8
15,5139,470,8.51,27,8,96.9,11.5,1076,90.1,618,867,28,5.5,8.9,7.61
442,1060,976,2.27,3,7,101.7,1.1,55.6,72.6,19,79,7,5.17,9.1,7.84
152,716,371,19.66,24,7,94,42.2,2419.2,182.6,853,1862,309,356,10.7,8.11
60,2525,648,5.64,2,8,99.8,3.8,1553.1,123.4,544,728,33,13.4,9.6,7.86
320,414,455,0.68,1,8,102.8,1.1,5.2,494.7,2,109,6,0.67,17.5,8.3
9,20582,790,2.25,2,8,96.6,0.9,298.7,66.1,21,93,9,6.31,13.1,7.81
76,3076,854,0.98,1,6,98.2,1.9,250.7,73,230,266,27,27.6,9.8,7.7
10,305,248,3.06,9,7,107.8,1.8,23.1,194.8,302,419,7,0.88,15.6,8.45
6,914,374,5.8,41,8,84.6,79.2,172.2,346.7,395,580,103,3.56,15.2,7.73
3,2818,482,2.53,19,8,97.3,11.1,23.3,104.6,630,734,26,1.64,14.7,7.41
238,458,1020,5.57,20,8,95.3,1.9,66.3,47.9,226,419,12,1.55,10.8,7.81
180,406,627,5.07,3,8,97.7,2.6,137.6,113.4,1575,1716,9,2.24,8.7,7.84
4,2373,542,3.63,6,8,91.8,3.8,151.5,95.4,758,898,8,2.43,10.7,7.65
5,11909,956,0.65,2,8,96.1,0.2,248.1,64.5,37,99,8,6.67,11.9,7.82
220,151,672,12.22,4,8,97.6,4.3,435.2,51.5,1,193,14,2.71,5.7,7.51
250,9741,1047,0.91,2,6,99.6,0.2,3.1,59.4,1,56,4,1.26,13.8,8.01
198,896,695,2.15,3,4,94.6,4.7,57.6,90.8,15,136,6,1.01,12.5,7.7
53,1027,1009,6.19,3,6,101.6,2.7,146,37.3,12,136,861,285,8.4,7.74
376,166,1049,4.71,1,8,100.2,3,3.1,98.3,19,59,5,3.07,8.6,8.05
200,87,576,7.19,2,7,100.8,5.6,7.3,55.1,38,95,7,0.73,10.8,7.65
91,16548,902,1.08,1,1,104.6,0,8.4,73.6,15,83,5,2,12.6,7.77
76,1750,613,9.37,3,8,99.4,3.1,121.1,100.4,124,245,19,6.56,10.3,7.78
425,293,622,9.14,20,7,100.2,18.6,2419.2,69.9,363,684,70,21.1,13.4,7.59
305,4453,973,0.74,0,7,107.4,0.2,9.6,71.7,17,67,3,1.76,13.8,7.95
305,4302,1043,2.37,5,4,107.6,1.5,107.6,70.2,16,144,935,138,11.5,7.91
268,78,829,4.6,3,8,100.6,3.6,15.8,44.5,35,90,6,1.19,11.1,7.57
457,30.5,722,8.58,11,3,99.5,10.1,601.5,129.9,150,369,35,5.03,13.7,8.06
320,1079,1200,3.87,3,4,109.2,1.3,73.8,79.3,15,168,888,201,7.8,7.94
55,1571,385,8.8,6,4,96.8,2.6,130.9,417.7,121,421,240,460,16.6,8.18
183,1404,888,7.91,3,8,99.9,2.4,161.6,64.8,50,160,16,11.3,10.7,7.67
655,521,1422,2.25,3,1,100.7,6.3,37.4,39.7,23,73,90,75.2,6.8,7.49
30,122,237,4.58,4,3,96.1,3.6,117.8,125.4,11,67,8,2.21,16.4,7.6
10,307,151,10.03,6,3,110,2.4,686.7,125.5,184,383,23,4.98,18.2,8
21,809,231,10.03,3,3,92.5,3.8,172.3,154.4,61,213,21,5.93,17.9,7.49
91,546,159,15.84,10,5,92.5,14.1,101.9,137.9,246,494,54,7.09,18.1,7.14
80,304,413,8.32,8,7,97.6,9.4,365.4,55.8,264,451,30,4.91,12.6,7.15
10,2822,201,12.95,24,7,84.2,16.3,517.2,133.9,962,1516,165,40.3,15.6,7.27
15,1114,257,6.51,10,8,101.3,5,275.5,114.2,544,747,68,27.4,13.4,7.4
320,19,725,2.73,6,7,100.4,12.3,66.3,82.8,211,255,15,1.32,9.7,7.63
18,6567,423,8.12,5,8,96.6,4.9,183.5,109.8,269,457,43,23.6,13.2,7.6
518,2689,864,3.17,2,2,101.2,6,63.7,129.2,95,211,15,7.85,10.6,7.97
363,786,1005,1.37,2,0,99.8,16,18.9,124.4,52,82,19,4.25,8.8,7.48
131,2139,553,5.2,10,6,101.4,8.3,114.5,118.1,283,494,78,15.5,11.4,7.55
15,270,107,12.39,30,3,93.1,16.6,98.7,179.8,327,575,43,7.06,14,7.06
10,82,228,18.47,8,2,89.1,10.1,275.5,209.8,117,498,36,5.5,13.7,7.29
488,384,1108,1.03,9,4,101.7,1.6,12.2,75.2,23,76,4,0.76,9.1,7.98
26,2438,342,1.71,11,0,109.4,10,25.9,175.6,140,194,16,2.24,14.7,8.15
2,2001,663,3.15,6,0,101.4,16.9,67,144.6,604,732,26,4.52,14.7,8.01
15,6309,736,10.73,6,8,99.4,2.7,48.3,65.5,91,186,9,2.69,10.9,7.67
320,1040,820,1.72,9,0,100.7,10.7,24,86.2,323,375,16,1.85,8.8,7.83
171,642,774,19.24,6,2,100,4.2,16,34,27,142,9,3.19,10.1,7.19
20,3827,485,17.52,11,1,98,5,42.4,47.2,153,289,28,18,11.5,7.23
10,305,248,2.76,69,6,101.1,3.9,137.4,136.7,768,881,11,1.24,14.3,7.61
11,1376,607,1.73,5,0,102,10.4,7.4,93.3,44,90,11,1.4,12.4,8.14
152,716,371,6.25,11,2,104.8,12.8,108.6,265.4,617,816,32,2.24,13,8.21
238,458,1020,5.58,7,8,99.3,4,49.6,58.6,325,489,13,2.74,8.2,7.71
180,406,627,5.47,6,8,98.7,7.7,41.3,123.3,2536,2760,15,2.76,8.9,7.83
4,2373,542,4.89,8,6,94.5,10.5,60.5,118.9,1361,1581,16,2.5,10.3,7.73
5,11909,956,1.09,5,4,98.9,1,275.5,67.3,40,102,6,3.58,10.6,7.86
250,9741,1047,1.09,4,7,103.6,1.2,1,60,3,67,6,2.15,11.7,8.2
198,896,695,4.49,5,7,94.4,8.7,85.7,83.7,121,287,9,1.16,10.6,7.59
376,166,1049,1.03,4,8,100.3,2.4,3,112,25,43,5,0.62,8.7,8.19
91,16548,902,1.04,4,1,99.2,0.5,6.3,74.5,32,86,6,3.37,10.4,7.92
53,1027,1009,0.46,3,2,98,1.1,1,87.3,42,52,3,2.17,7.2,7.88
349,3305,655,0.45,5,8,99.4,1.2,8.4,120.3,1,64,4,0.47,15.1,8.08
76,1750,613,4.93,9,8,100.3,4.9,36.4,119.1,303,389,10,1.74,11,8.07
305,4453,973,0.4,3,8,103.4,1,4.1,69.5,19,52,1,1.21,12.1,8.12
205,509,528,3.84,7,8,99.9,24.1,73.3,76.9,188,265,38,5.4,12.4,7.9
305,4302,1043,0.46,3,6,102.5,1,1,69.1,20,51,7,4.26,10.7,8.12
185,1144,599,2.17,8,8,100.4,26.1,79.4,94.8,906,984,37,3.75,12.7,7.91
320,1079,1200,0.79,3,4,104.3,1.2,2,104.9,22,59,20,22.1,5.4,8.01
14,8098,665,4.54,9,0,106.4,1.5,16,80.7,241,329,4,1.25,8.5,7.99
244,2387,1034,0.84,4,8,98.9,2.3,60.5,69.1,116,146,10,8.51,8.8,7.9
183,1404,888,3.43,4,8,99.6,1.1,21.8,60.2,47,103,4,0.87,11.6,7.79
15,5139,470,4.19,46,8,96.6,16.2,1553.1,110.5,1255,1400,24,3.38,7.7,7.47
200,87,576,4.19,7,8,100.6,4.5,3,65.7,47,102,5,0.7,11.2,7.69
442,1060,976,2.12,4,8,101.7,1.3,22.6,71.7,19,67,7,5.45,9.9,7.94
655,521,1422,0.58,2,8,101.2,3.4,11,48.9,7,30,4,1.56,8.5,7.9
30,122,237,12.12,5,2,94.8,5.9,488.4,104,83,199,13,5.81,16,7.59
320,414,455,0.45,3,3,97.6,1.5,3.1,489.9,2,90,6,0.57,15.8,7.87
60,2525,648,2.63,4,8,99.2,2.6,378.4,100.6,373,462,11,9.71,11.1,7.96
10,307,151,19,67,5,99.5,22.8,1119.9,105,405,845,75,17.3,17.5,7.43
6,914,374,5.49,46,3,86.1,54,63.8,302.9,426,639,87,4.95,16.7,7.5
9,20582,790,1.49,3,8,100.7,1.7,9.7,74.1,50,97,7,4.38,10.5,7.87
268,78,829,9.94,5,7,100.9,2.2,50.4,41.6,25,115,7,2.07,11.8,7.58
76,3076,854,0.85,4,8,98.6,5,261.3,75,195,221,16,18.5,10.8,8.25
3,2818,482,3.84,16,5,95.3,26.5,88.6,97.4,670,757,45,4.94,14.1,7.11
21,809,231,15.72,42,7,88.5,12.6,866.4,143.7,399,683,49,18.5,16.8,7.29
91,546,159,27.43,133,4,54.9,85.3,866.4,120.5,1105,1783,170,21.5,17.2,6.47
220,151,672,10.8,6,0,97.3,3.2,191.8,52,7,205,10,2.52,4.9,7.65
80,304,413,13.02,11,7,96.6,13.7,1986.3,51,372,690,64,16.7,13.3,7.61
10,2822,201,12.45,44,3,86.1,25.5,870.4,124.7,1367,1770,129,31.3,15.4,7.34
15,1114,257,10.01,43,7,100.1,7.5,1986.3,89.2,643,1100,98,54.1,12.7,7.55
320,19,725,3.49,11,5,100.2,9.9,95.9,74.2,326,384,15,1.15,10.3,7.45
18,6567,423,12.5,15,3,98.9,6.5,2723,79.6,379,927,286,360,12.3,7.34
518,2689,864,6.88,9,8,99.4,16.3,1723,127.6,115,448,224,166,9.3,8.02
425,293,622,14.63,52,0,101.6,34.2,24192,56.8,280,1936,536,181,11,7.06
457,30.5,722,11.14,14,8,98.7,17.7,3873,128.6,263,741,113,33.2,10.6,7.77
55,1571,385,6.29,9,7,95.7,6.2,10462.4,375.6,176,808,1268,23.9,12.8,8.06
363,786,1005,1.48,6,4,100.3,9.7,22.6,65.6,59,154,48,26.9,6.6,7.34
131,2139,553,9.35,21,8,98.1,7.9,686.7,76.8,600,981,92,61.1,9.8,7.35
15,270,107,23.58,79,6,83,31.2,4352,161.4,638,1329,156,65.1,14.9,7.06
10,82,228,43.01,44,8,89.2,36.2,2613,156.9,262,1180,130,55.1,14.2,7.04
11,1376,607,6.76,11,4,99.1,20.6,1616,67.7,131,302,133,98.8,11.7,7.51
488,384,1108,1.19,5,8,101.2,2.3,7.4,74.4,44,81,3,2.27,4.8,7.83
26,2438,342,7.51,26,8,97.5,31.7,117.8,250.7,1091,1215,59,11.5,9.1,7.97
2,2001,663,2.74,7,8,98.9,14.2,95.9,146.3,270,380,29,12.9,8.8,7.94
376,166,1049,1.01,3,8,100.1,3.5,0,120.4,57,57,4,1.01,6.4,8.01
91,16548,902,1.26,3,8,98.5,0.9,8.5,78.5,49,104,5,1.75,8.1,7.61
320,1040,820,16.05,25,8,100.4,15.3,727,85.6,343,8151,3032,1500,9.5,7.51
76,1750,613,2.18,4,8,99.8,4.1,19.7,131.9,501,555,7,0.81,8.2,7.83
305,4453,973,0.34,1,6,105,0.9,2,66.6,24,49,2,0.81,10.5,7.81
305,4302,1043,1.64,5,7,100.9,1.8,5.2,73.4,26,72,7,4.02,8.9,7.91
320,1079,1200,0.61,3,7,103.3,1.5,2,106.3,23,75,19,8.4,4.5,7.84
14,8098,665,5.92,6,8,101.3,2.5,41.9,99.3,473,594,9,2.4,6.8,7.59
244,2387,1034,2.52,6,8,98.7,2.8,122.3,75.6,178,259,30,29.5,7.2,7.71
183,1404,888,1.65,3,8,100.4,2.9,21.3,65.3,106,149,3,0.98,7.7,7.63
15,5139,470,5.29,38,8,97.9,12,410.6,113.1,1521,1704,31,4.84,6.3,7.7
200,87,576,9.57,6,8,102.7,5.8,2,46.8,38,150,20,9.58,9.7,7.15
15,6309,736,2.49,4,0,99.1,2.4,13.2,82.3,198,241,4,0.68,7.9,7.62
442,1060,976,7.79,7,8,101.6,5.1,365.4,63.8,80,326,177,142,7.5,7.59
655,521,1422,0.51,3,7,100.4,3.7,4.1,51.4,17,40,5,1.14,6.4,7.64
268,78,829,8.77,6,8,100.7,3,21.3,36.7,48,142,8,4.29,9.2,7.18
60,2525,648,17.77,27,8,98.1,46.8,6015,107.9,516,1604,759,545,8.5,7.61
349,3305,655,0.51,4,7,98.9,1.4,3.1,121.8,2,67,4,0.56,12.8,7.88
152,716,371,13.54,41,8,95.1,30,4884,177.2,974,2077,1023,610,11.4,8.08
76,3076,854,3.15,7,8,98.6,4.4,240,78.1,365,542,75,77.5,8.6,7.57
171,642,774,2.47,2,1,102.8,2.8,0,66.7,68,103,3,1.47,8.8,6.46
6,914,374,5.15,38,7,85.9,47.7,93.4,307.7,428,646,93,6.78,15,7.35
10,305,248,7.66,83,7,102.3,7.4,1046.2,98.6,664,935,33,6.35,13.1,7.27
205,509,528,6.07,5,8,99.5,21.5,85.7,61.3,192,335,92,27.2,11,7.53
185,1144,599,2.12,7,8,100.2,24.6,22.1,92.2,1042,1104,38,3.25,11.7,7.57
9,20582,790,2.34,4,8,101.2,2,12.2,78.6,172,256,9,4.51,8.3,7.74
3,2818,482,2.86,14,6,93.5,21.9,22.3,96.3,678,762,40,5.69,10.4,7.04
20,3827,485,3.73,8,4,104.1,3.2,24.3,78.9,369,426,6,0.76,9.9,7.59
238,458,1020,4.93,17,1,96.6,2,31.3,52.2,381,558,9,1.51,6.4,7.51
180,406,627,5.11,5,0,96.7,7.8,77.6,100.9,1538,1692,17,3.43,7.1,7.66
4,2373,542,5.16,7,4,94.3,9.7,105,114.3,970,1154,18,3.62,8.3,7.6
220,151,672,10.32,6,8,98.1,2.6,140.1,44.6,1,205,11,2.51,4.6,7.51
5,11909,956,0.96,3,4,94.3,1.1,162.4,66.3,22,100,13,5.91,8.4,7.74
250,9741,1047,1.28,3,0,95.7,0.6,4.1,62.8,3,55,4,1.08,8.2,7.84
198,896,695,3.5,4,0,94.9,4.5,9.7,76.7,56,183,7,0.98,7.8,7.57
425,293,622,5.34,22,8,100,10.4,307.6,75.4,597,739,54,15.2,10,7.71
457,30.5,722,5.17,17,7,99,10.4,365.4,142.1,711,864,27,13.3,10.1,8.03
55,1571,385,5.41,33,7,95.3,7.3,27.5,381,644,1001,252,285,10.8,8.13
53,1027,1009,0.91,2,0,98.3,1.3,5.2,91.9,42,48,1,0.72,6.4,7.77
30,122,237,5.16,5,8,97.2,5.6,1203.3,117.6,35,111,11,2.58,12.5,7.56
80,304,413,6.37,9,3,97.7,11.8,137.4,73,504,635,28,3.32,10.5,7.75
