Altitude,Catchment area,Catchment height,Absorbance Coefficient,Ammonia,Cloud Cover,Dissolved Oxygen Saturation,Dissolved Reactive Phosphate,E Coli,Electrical Conductivity,Nitrate + Nitrite,Ring Temp,Total Nitrogen,Total Phosphate,Turbidity,Water Temp,pH
220,151,672,10.5,5,8,97.6,3.3,70.8,52,50,3.930648805,239,11,1.31,0.5,7.13
5,11909,956,0.6,5,8,101.2,1,32.3,59.9,20,-12.57497515,70,4,2.78,6.3,7.79
20,4716,605,9.9,9,8,100.9,7.1,23.1,85.7,267,5.773214012,475,23,4.28,1.1,7.33
250,9741,1047,1,2,8,101.2,0.8,0,58.4,7,12.26580613,57,3,0.86,5.9,7.78
198,896,695,1.5,2,8,111.1,1.8,3.1,82.8,19,12.72202814,108,4,0.64,6.5,8.09
15,1114,257,9.7,30,0,99.6,5.4,613.1,80.6,617,14.10248205,1049,164,131,8.8,7.4
320,19,725,2.9,8,1,99.2,3.9,17.5,67.2,183,-12.93367697,231,12,0.99,6.8,7.37
425,293,622,4.2,7,4,101,9.2,121.1,68.3,420,12.42296261,522,21,6.11,6.1,7.49
457,30.5,722,4.5,5,0,100.9,8.3,98.8,121.3,375,12.26580613,515,21,4.06,5.9,7.83
55,1571,385,5.7,8,0,98.2,6.3,98.7,382,287,13.00192294,464,96,209,6.9,8.05
53,1027,1009,0.3,1,0,97.1,1.6,0,90.3,43,-11.00227249,55,2,1.09,4.5,7.62
268,78,829,2.1,2,7,100,3,14.8,62,49,-12.26580613,71,3,0.46,5.9,7.6
518,2689,864,4.7,6,8,100.3,6.7,53.7,128,286,12.18523697,423,22,7.25,5.8,8.01
85,640,351,4.8,6,6,97.8,6.8,137.6,158,811,13.79275172,998,16,1.88,8.2,7.59
17,2368,322,4.4,33,7,99.2,13.8,33.2,177,726,-13.84666025,924,27,2.18,8.3,7.72
363,786,1005,1.2,4,0,100,13,11,92.7,83,12.34503949,142,17,1.08,6,7.46
80,304,413,4.4,10,0,98,6.7,77.1,53.3,526,13.0690474,619,17,4.04,7,7.28
131,2139,553,5.3,13,0,99.2,11.4,33.1,88.4,652,13.0690474,783,34,6.32,7,7.45
10,2822,201,7.3,19,0,90.9,11.3,260.2,119.7,1423,-14.29125607,1637,50,11.4,9.2,7.13
329,121,863,0.7,2,7,98.2,3.3,5.2,94.5,48,-13.13506757,62,5,0.81,7.1,7.73
26,2438,342,2.8,4,8,118.2,4.8,6.3,212,931,-14.77836256,1093,13,1.08,10.4,8.64
488,384,1108,0.7,2,7,101.3,1.5,0,68,6,-13.62534403,28,3,0.39,7.9,7.89
2,2001,663,0.7,8,6,103.6,4.7,6.3,126.2,45,15.01099597,85,9,2.57,11.1,8.06
320,1040,820,1.6,4,8,102.5,6.2,14.6,73.6,290,-14.10248205,353,11,1.52,8.8,7.66
11,1376,607,1,2,8,98.5,11.8,20.9,83.8,75,14.97998665,108,16,3.36,11,7.56
15,2371,732,1.9,2,8,113.5,4.7,5.2,96.6,126,-14.88254011,186,9,1.84,10.7,8.53
15,8431,486,6,15,6,99.6,32,920.8,139,444,-15.09966887,636,62,5.59,11.4,7.54
70,3451,746,9.6,15,8,98.9,15,2143,139,279,14.5082735,699,155,127,9.7,7.83
10,12429,383,10.1,36,2,93.4,28.7,613.1,147,684,15.28168839,971,71,9.85,12.1,7.34
152,716,371,4.5,14,8,101.4,12.1,93.3,285,782,14.5893797,957,23,2.64,9.9,8.07
15,5139,470,7,17,0,98.1,7.5,63,123,1639,10.79490621,1914,36,12.6,4.3,7.21
376,166,1049,1.1,2,3,100.3,2.8,0,103.2,46,6.697014262,63,4,0.32,1.5,7.88
91,16548,902,1.1,4,0,98.8,0.2,10.8,71.4,59,13.00192294,131,6,1.75,6.9,7.73
15,270,107,16.9,29,0,91.2,21.3,410.6,189,447,-14.19859148,913,63,16.9,9,7.34
10,1127,202,5.8,23,0,92.1,29.6,290.9,113.5,1472,-14.42393844,1647,60,4.85,9.5,7.13
15,6309,736,4.1,4,0,99,3.3,7.4,67.8,167,-11.93524193,221,11,4.18,5.5,7.52
10,82,228,27.5,28,1,93.3,20.3,3448,211,257,14.19859148,1054,92,42.8,9,7.22
220,1139,694,4,4,0,97,1.8,18.7,74.1,1092,-10.57969754,1200,5,1.45,4.1,7.12
349,3305,655,0.3,2,1,98.3,1.6,3.1,119.4,1,-14.91576347,70,6,0.65,10.8,7.71
76,1750,613,4.2,3,3,101.1,3.5,1,97.7,425,-10.79490621,511,7,1.57,4.3,7.74
10,305,248,3,36,0,102.8,2.3,90.7,102.5,812,14.19859148,938,8,1.14,9,7.26
305,4453,973,0.3,2,0,104.4,0,1,63.6,38,14.24535012,90,3,1.37,9.1,7.9
5,2150,449,6,13,0,97.6,5.3,45,147,1694,11.20223192,1878,19,9.53,4.7,7.34
171,642,774,6.1,3,0,100.5,2.6,1,53.8,95,-12.93367697,152,5,1.25,6.8,7.34
205,509,528,3,3,2,99.6,23.7,20.1,66,179,13.0690474,272,39,7.17,7,7.65
305,4302,1043,0.5,22,0,99.6,2.1,45,68.3,39,13.326665,139,6,2.07,7.4,7.71
20,3827,485,8,6,0,99.6,3,6.3,54.8,274,13.38842784,351,8,2.48,7.5,7.18
14,8098,665,9.6,7,0,104.7,2.5,33.6,112.3,583,-11.58145069,743,13,4.8,5.1,7.57
185,1144,599,2.1,5,3,102.9,21.5,17.3,79.7,771,14.00285685,853,30,1.8,8.6,7.78
320,1079,1200,0.8,3,0,101.4,0.3,0,107.4,32,-7.299315039,97,8,4.61,1.8,7.82
183,1404,888,2.5,2,8,100,1.2,26.2,55.7,85,12.01998336,135,4,1.02,5.6,7.53
259,787,787,2.1,6,1,95.7,4.4,40.4,57.4,490,-10.24109369,563,12,2.94,3.8,7.26
244,2387,1034,1.1,2,8,99.8,2.2,22.6,66,115,-10.12373449,142,9,9.95,3.7,7.65
655,521,1422,0.6,2,0,100.6,4.1,3.1,45.3,34,-8.181075726,44,5,2.12,2.3,7.53
200,87,576,8.8,3,2,100.9,3.5,0,57.5,28,12.42296261,87,5,0.73,6.1,7.45
37,3916,333,6.4,17,4,101.3,10.5,90.6,170,961,-13.6821051,1195,32,10.7,8,7.56
320,414,455,0.3,2,0,103.9,6,0,512,1,-14.88254011,78,9,0.45,10.7,8.1
213,258,701,3.2,2,7,96.1,0.3,0,40.3,24,13.50888597,87,3,0.33,7.7,7.28
30,216,297,3.7,82,7,99.6,25.7,127.4,183,2839,14.33631752,3066,65,4.37,9.3,7.69
442,1060,976,2,2,0,103.3,1.5,1,66.5,60,11.29955751,120,11,4.05,4.8,7.69
6,914,374,5.3,49,0,82.7,48.8,80.9,375,387,15.39090641,620,94,4.09,12.6,7.48
60,2525,648,1.8,4,1,101.8,1.9,13.4,76.9,238,12.01998336,309,13,6.92,5.6,7.7
10,605,339,11.4,3,1,100.8,4.3,35.9,87.8,257,14.10248205,369,11,2.87,8.8,7.3
3,2818,482,4.4,16,1,93.9,27,105,82.6,454,14.66731059,578,47,7.14,10.1,7.28
9,20582,790,2.2,3,3,100.9,0.8,6.3,77.4,187,13.0690474,264,6,4.36,7,7.73
76,3076,854,1.4,3,1,101.2,2.4,6.3,66.9,199,13.26386068,227,20,11.7,7.3,7.63
3,3494,847,1,2,1,100.7,3.5,1,62.7,212,-13.0690474,243,6,2.02,7,7.44
238,458,1020,3.6,3,1,99.2,1.1,8.4,57.5,588,7.486654796,723,5,1.07,1.9,7.68
180,406,627,2.5,4,0,100.3,1.2,6.2,107.5,2573,-9.62964174,2688,3,0.36,3.3,7.86
320,2423,690,12,4,8,98.7,5.9,11,76,53,-6.697014262,307,21,4.24,1.5,7.47
4,2373,542,1.6,8,2,100,1.8,5.2,103.5,1116,11.29955751,1243,3,0.24,4.8,7.86
30,122,237,5.6,4,8,96.5,5.1,81.3,118.9,48,-13.38842784,99,7,1.61,7.5,7.62
220,151,672,10.5,3,7,98.8,1.4,52.9,45.5,0,-4.635730798,164,6,0.78,0.7,7.25
10,307,151,8,14,8,100.1,3.8,95.9,115.3,377,-14.42393844,536,13,3.34,9.5,7.59
5,11909,956,0.5,2,2,102.1,0,30.5,61.5,14,-11.8490506,90,4,1.33,5.4,7.98
20,4716,605,11.5,4,4,101.7,4.7,9.7,80.5,110,8.802840452,361,18,4.04,2.7,7.48
250,9741,1047,0.6,2,2,102,0.1,27.8,59.8,3,12.34503949,55,3,1.44,6,8.11
198,896,695,1.4,3,0,111,1.2,1,81.7,8,12.64911064,94,3,0.54,6.4,8.28
10,4846,333,6,72,2,94.8,18.5,97,176,970,14.05311354,1239,35,8.79,8.7,7.55
21,809,231,6.9,19,8,94.5,6.4,135.4,142,292,14.54922678,440,21,8.12,9.8,7.35
91,546,159,13.7,16,8,91.7,13.4,26.9,129,604,-14.5082735,887,40,6.48,9.7,6.96
15,1114,257,6.3,17,8,100.5,3.1,90.7,93.8,565,14.66731059,716,18,7.7,10.1,8
425,293,622,5.4,10,7,100.9,8.3,115.3,64,430,-13.26386068,468,41,17.8,7.3,7.55
320,19,725,3.3,8,8,98.8,8.3,76.6,63.4,66,-13.79275172,137,24,3.38,8.2,7.67
457,30.5,722,5,8,7,99.7,7.9,137.6,102.2,460,-14.05311354,683,39,12.5,8.7,7.84
18,6567,423,7.3,9,8,95.9,5.5,172.2,94,442,14.77836256,620,38,20.3,10.4,7.57
55,1571,385,6.7,18,7,96.3,8.4,265,356,496,14.19859148,844,299,380,9,8.14
53,1027,1009,2.6,3,4,99.3,1.2,2,59.6,32,12.18523697,60,7,5.06,5.8,7.52
518,2689,864,3.2,3,8,100.3,4.1,16.1,105.4,136,13.2,236,14,6.56,7.2,8.16
363,786,1005,2,3,8,100.4,12.6,13.5,69,90,-13.00192294,129,15,2.17,6.9,7.39
80,304,413,9,23,8,97.5,24.7,1723,52.4,465,-14.42393844,1367,260,25.7,9.5,7.1
131,2139,553,6.6,16,4,99.9,7.6,191.8,88,523,14.42393844,737,33,12,9.5,7.48
10,2822,201,6.6,19,3,91.7,13.6,51.2,119.5,1234,-15.18189712,1470,59,13.4,11.7,7.21
268,78,829,6.7,3,1,100.4,1.9,3.1,40.5,30,12.86429166,89,5,3.42,6.7,7.45
85,640,351,6.9,5,2,98,5,53,98.7,571,-14.05311354,699,12,7.94,8.7,7.47
17,2368,322,7.2,45,1,97.1,13.7,86,99.3,465,14.38054241,656,28,11.8,9.4,7.52
15,8431,486,8.8,23,3,101.8,31.2,1203.3,135,455,-15.28168839,722,76,15.3,12.1,7.56
10,12429,383,20.3,57,8,85.8,31,1299.7,122.6,606,-15.46609194,1156,149,80.5,13,7.16
70,3451,746,7,12,8,98.6,9.3,3654,115,185,-14.42393844,516,95,72.7,9.5,7.94
329,121,863,2.2,4,0,98.8,4.5,2,87,61,12.93367697,80,10,4.49,6.8,7.73
10,1127,202,5.5,33,2,93.4,24.5,248.1,116.7,1373,15.30490118,1606,60,6.73,12.2,7.15
10,305,248,2.9,80,3,102,3.7,118.7,105.3,875,-15.20789269,1062,21,1.71,11.8,7.32
26,2438,342,2.9,5,2,116.6,7.9,7.3,181,687,-15.09966887,867,16,3.93,11.4,8.1
15,270,107,18.5,64,7,90.8,26.2,461.1,172,413,-15.28168839,907,66,15.4,12.1,7.17
15,5139,470,8.2,16,6,98.9,7.5,313,118.2,1403,12.34503949,1686,40,17.1,6,7.18
10,82,228,23,19,7,92.5,14.8,261.3,211,219,15.15519713,720,41,17.9,11.6,7.16
220,1139,694,4.7,3,1,98.5,1.6,17.5,74.5,873,-12.42296261,1060,6,3.89,6.1,7.89
488,384,1108,1.1,3,4,100.5,1.9,0,65.2,7,-12.26580613,102,3,0.93,5.9,7.73
5,2150,449,7.9,17,3,98.2,6.7,59.8,142,1528,13.13506757,1832,28,13.1,7.1,7.23
2,2001,663,1.9,4,1,102.4,7.1,2,119.5,69,-14.88254011,150,15,9.1,10.7,7.87
14,8098,665,9.2,5,2,110.6,2.3,59.8,111.3,435,-13.13506757,638,17,6.95,7.1,7.67
259,787,787,2.9,5,2,97.3,3.4,68.3,58.3,362,12.10330533,458,9,4.1,5.7,7.24
320,1040,820,1.6,3,6,102.1,7.3,7.4,73.4,276,-12.93367697,337,12,2.37,6.8,7.78
11,1376,607,2,7,8,106.9,13.2,3.1,85.1,78,-14.38054241,125,15,4.32,9.4,7.72
213,258,701,3.5,2,6,99.5,0.5,0,44.3,20,-14.00285685,74,2,1.09,8.6,7.38
30,216,297,1.7,37,7,102.3,23.4,98.8,182,2568,-15.127789,2761,52,3.66,11.5,7.75
15,2371,732,1.9,3,3,103.2,9.5,2,99.3,190,14.33631752,260,18,8.1,9.3,7.16
37,3916,333,4.8,6,7,98.8,7.1,63.1,166,602,14.84856896,751,15,4.38,10.6,7.63
9,20582,790,3.7,4,3,104.8,1.7,7.4,80.5,191,-13.84666025,301,9,8.12,8.3,7.68
180,406,627,2.7,3,2,102.9,0.7,35.9,104.3,2249,12.79374847,2367,4,0.92,6.6,7.77
320,2423,690,12.1,3,8,98.7,4.1,24.3,65.7,54,-11.76137747,302,26,12.2,5.3,7.31
4,2373,542,2.1,5,2,103.6,1.4,9.7,115.3,979,13.84666025,1138,3,1.52,8.3,7.7
220,151,672,13.3,4,8,98.9,2.2,50.4,44.5,1,-11.8490506,222,12,1.28,5.4,7.1
5,11909,956,0.6,2,7,105,0.6,11,60.8,10,-13.89964028,54,3,1.14,8.4,7.89
10,4846,333,5.1,84,8,99.5,17.5,172.6,168,612,-15.04127654,923,33,2.59,11.2,7.51
152,716,371,4.4,9,8,104.6,6.7,17.5,229,475,-14.62873884,647,19,1.92,10,8.04
20,4716,605,12.1,4,8,100.1,3.8,25.9,69.8,94,12.42296261,336,19,6.32,6.1,7.38
250,9741,1047,0.7,2,8,106.2,0.6,0,58.8,2,-13.13506757,45,3,0.63,7.1,7.93
198,896,695,1.6,2,8,105.1,1.3,18.5,77.1,3,13.56760849,81,3,0.65,7.8,7.9
183,1404,888,2.2,3,8,100.4,0.4,10.8,62.1,56,13.73790377,102,3,0.61,8.1,7.64
655,521,1422,0.8,3,3,100.7,2,0,49.1,6,-11.93524193,21,4,0.82,5.5,7.68
3,3494,847,0.8,4,2,102.2,2.1,3,69.6,203,15.01099597,251,4,1.21,11.1,7.6
376,166,1049,1.1,2,6,99.7,2.9,4.1,103.2,28,12.64911064,67,4,0.98,6.4,7.84
91,16548,902,1.3,4,7,104,2.8,5.2,72,42,-14.00285685,128,7,1.11,8.6,7.81
15,6309,736,3.6,2,8,99.7,1.2,6.3,74.9,108,14.24535012,158,5,1.34,9.1,7.56
349,3305,655,0.5,2,3,101.6,1.2,1,120.7,0,15.127789,57,5,1,11.5,7.74
76,1750,613,2.8,4,5,103,2.6,13.5,113.7,401,14.29125607,494,7,2.07,9.2,7.87
171,642,774,5,3,8,102,1.2,4.1,57,33,-14.05311354,86,3,0.98,8.7,7.5
305,4453,973,0.3,5,8,105.3,1.2,0,72.2,50,14.77836256,116,3,0.81,10.4,7.95
205,509,528,2.6,3,2,102.9,21.1,7.4,77.5,138,14.33631752,266,31,2.84,9.3,7.75
20,3827,485,6.1,4,8,100.8,1.4,20.1,67.4,199,14.5082735,263,5,1.13,9.7,7.34
305,4302,1043,0.5,25,8,104.3,2.1,32.3,71.9,32,14.54922678,126,11,1.41,9.8,7.91
185,1144,599,1.6,7,2,103.7,19.6,3.1,88.1,905,-15.09966887,997,27,1.7,11.4,7.72
320,1079,1200,0.8,5,5,102.8,0.9,1,114.5,12,-13.44916354,59,4,1.17,7.6,7.92
244,2387,1034,0.7,1,8,96,1.2,115.3,73.3,80,13.84666025,113,3,2.55,8.3,7.72
442,1060,976,1.5,3,6,100.8,0.6,12.1,71.8,5,-13.84666025,103,3,1.55,8.3,7.76
200,87,576,2.7,1,8,100.7,2.1,0,66.5,14,14.10248205,46,4,0.46,8.8,7.45
518,2689,864,2.6,4,6,105.6,4.1,9.8,132,66,-14.5082735,198,9,1.62,9.7,8.26
320,414,455,1.3,1,5,112.2,4.4,0,511,1,15.3274264,70,9,0.89,12.3,8.13
60,2525,648,1,2,5,102.4,0.7,15.6,88.2,216,14.77836256,279,3,0.84,10.4,7.87
76,3076,854,0.6,1,3,107.2,0.8,7.4,74.8,94,-15.54509569,123,3,3.35,13.5,7.79
6,914,374,2.5,55,2,84.6,59.2,37.3,333,379,-15.6920362,609,111,1.51,15.2,7.41
10,605,339,4.3,3,5,106.2,2.9,24,98.1,204,15.37042615,285,6,0.88,12.5,7.44
3,2818,482,4,6,7,102.7,22.6,10.9,93.4,538,15.28168839,624,33,3.1,12.1,7.28
363,786,1005,4.3,2,8,102.3,11.7,25.9,100.4,39,13.73790377,92,15,0.9,8.1,7.36
80,304,413,7.4,10,7,97,9.6,261.3,58.1,475,14.84856896,584,20,1.93,10.6,6.85
131,2139,553,0.8,11,8,100.2,6.5,55.6,93.8,447,-14.97998665,594,16,3.49,11,7.22
10,2822,201,7.2,19,4,91.6,11.6,184.2,121.7,1118,15.46609194,1355,48,13,13,6.91
30,122,237,8.9,3,1,97.8,6.2,96,110.9,28,-15.09966887,105,10,3.5,11.4,7.55
10,307,151,12.8,6,5,102,8.8,365.4,105,272,15.54509569,539,30,10.5,13.5,7.47
21,809,231,9.7,13,7,93.6,9.9,686.7,143,123,15.53061493,347,32,13.2,13.4,7.34
91,546,159,23.7,52,7,80.8,30.8,84.5,132,501,-15.51547615,1081,89,18.3,13.3,6.71
15,1114,257,10.2,15,7,100.2,3.9,866.4,75.7,360,-14.66731059,601,76,91.1,10.1,7.41
425,293,622,6.3,20,8,103.1,8.2,1935,50.7,488,14.05311354,844,165,218,8.7,7.09
320,19,725,5.6,5,8,100.7,5.3,83.3,49.9,43,-13.0690474,141,12,1.44,7,6.96
457,30.5,722,6.5,22,8,98.4,9,677,89.2,656,-15.07083276,946,69,110,11.3,7.54
18,6567,423,12.1,7,8,98.2,5.3,1553.1,80.3,316,-14.81384488,576,71,77,10.5,7.36
55,1571,385,8.1,40,6,94.3,11.3,2282,312,622,-14.84856896,1697,929,1779,10.6,8
53,1027,1009,0.4,2,7,98.9,0.6,1,84.7,29,13.13506757,45,2,0.78,7.1,7.64
268,78,829,2.7,8,0,100.6,2,4.1,56.1,48,13.13506757,87,4,1.01,7.1,7.61
85,640,351,5.6,226,0,96.3,37.7,73.3,155,836,14.74211654,1265,54,2.57,10.3,7.45
17,2368,322,5.4,9,1,97.2,15,66.9,172,673,-15.04127654,922,29,5.62,11.2,7.48
329,121,863,2.2,7,0,97.2,5.2,20.1,86.8,90,14.46651306,148,33,32.4,9.6,7.73
26,2438,342,6.3,7,0,95.2,23,56.5,219,1261,15.6741826,1627,67,16,14.8,7.86
488,384,1108,1.3,3,0,100.3,3,1,66.9,16,14.29125607,52,5,2.64,9.2,7.69
2,2001,663,2.2,4,0,100.3,8.9,7.4,131,176,15.62817968,288,38,27,14.2,7.84
11,1376,607,1.9,5,0,99.2,11.8,17.1,87,95,-15.57209042,138,19,7.75,13.7,7.85
15,8431,486,3.8,8,4,104.7,6.5,61.3,143,313,15.59647396,551,30,2.48,13.9,7.69
320,1040,820,2.2,5,0,100,8.8,4.1,82.7,296,14.84856896,382,14,4.32,10.6,7.77
200,87,576,2.9,2,0,101,3.6,0,67.5,29,-14.38054241,59,5,0.78,9.4,7.67
15,2371,732,3.7,5,0,102,14.1,5.2,119.8,267,-15.6920362,366,47,34.6,15.2,8.11
10,12429,383,7.4,3,4,108.5,9.4,127.4,141,430,15.68438714,735,52,8.68,15,7.73
238,458,1020,3.8,4,1,98.1,0.9,28.5,50.6,577,14.05311354,933,40,19.6,8.7,7.46
180,406,627,2.2,10,0,98.8,2.3,28.5,97.3,1695,-14.29125607,1917,6,0.65,9.2,7.72
4,2373,542,1.9,10,0,96.2,2.1,24.6,103.5,834,-15.18189712,981,4,1.32,11.7,7.66
5,11909,956,0.6,3,7,99.5,0.4,387.3,62,35,14.77836256,110,8,5.17,10.4,7.74
152,716,371,4.9,14,8,95.2,11.9,135.4,287,977,-15.44830088,1247,31,7.31,12.9,8.04
250,9741,1047,0.6,2,5,102.2,0.3,2,58,2,-14.81384488,51,3,2.07,10.5,7.86
15,5139,470,5.2,24,8,94.6,7.4,1313,106.9,1241,-14.70510116,1443,22,5.33,10.2,7.19
376,166,1049,0.5,4,8,100.4,1.3,3.1,118.5,7,-14.62873884,38,3,0.49,10,8.12
15,270,107,13.2,20,8,94.7,17.3,88.4,183,210,-15.66141756,480,52,4.84,14.6,7.72
10,1127,202,4.1,16,6,92.4,44,195.6,130,1123,-15.6681205,1371,85,7.92,14.7,7.38
91,16548,902,2,0,2,100.5,0.6,60.1,64.7,26,-14.91576347,138,8,4.37,10.8,7.73
15,6309,736,17,5,8,100.5,0.5,857,38.2,18,-14.88254011,230,41,26.3,10.7,7.27
220,1139,694,2.2,3,4,98.9,0.4,13.5,50.7,411,-14.84856896,543,4,0.94,10.6,7.2
10,82,228,18.2,21,7,85.7,9,104.6,225,105,-15.57209042,469,40,4.69,13.7,7.41
349,3305,655,0.3,1,7,102.3,1.9,4.1,121.6,1,-15.37042615,63,5,0.5,12.5,7.91
10,305,248,2.8,18,7,104.8,1.1,34.1,157,391,-15.6741826,523,6,1.21,14.8,7.72
5,2150,449,2.7,2,8,101,0.9,17.5,101.8,1004,-14.97998665,1155,7,2.73,11,7.48
171,642,774,29.8,7,3,102.2,2.7,888,23.2,4,-14.5893797,399,201,96.5,9.9,6.8
305,4453,973,0.6,4,1,105.4,0.1,4.1,72.4,39,-15.15519713,117,3,0.69,11.6,8.05
76,1750,613,2.2,6,8,113.2,1.5,90.7,141,126,15.63745504,258,10,1.93,14.3,8.53
205,509,528,2.8,6,7,102.9,20.3,22.3,82.2,142,-15.3274264,179,31,1.3,12.3,8.02
14,8098,665,3.7,2,8,106.9,0.5,8.5,77,261,-15.127789,380,5,1.37,11.5,7.8
305,4302,1043,1.2,13,0,104,0.2,29.2,64,24,-14.91576347,146,52,32.9,10.8,7.87
185,1144,599,1.7,13,7,105.3,18.6,14.6,91.4,951,15.58460779,1138,29,2.08,13.8,7.98
20,3827,485,24.6,8,3,100.2,3.1,3076,30.7,45,15.07083276,557,413,156,11.3,6.93
320,1079,1200,2.2,3,0,103.3,0.5,12.1,68.3,15,-14.29125607,94,91,59.6,9.2,7.85
244,2387,1034,1.2,0,1,98.5,1.3,97,57.3,50,14.29125607,94,44,57.9,9.2,7.76
259,787,787,1.9,8,8,95.4,4.1,91,44.5,239,13.44916354,311,11,1.25,7.6,7.21
183,1404,888,2.5,2,5,101,0.6,48,59.5,9,-14.33631752,89,5,1.45,9.3,7.76
442,1060,976,1.4,1,1,102.7,0.5,9.7,62.9,10,-13.62534403,88,10,3.61,7.9,7.77
655,521,1422,1,4,0,100.6,2.7,0,40,4,-13.44916354,36,8,4.12,7.6,7.74
37,3916,333,5.9,6,6,96.7,5.3,1203.3,181,596,-15.53061493,889,60,37.4,13.4,7.87
60,2525,648,1.5,3,1,103.1,0.7,119.8,75.3,132,-15.15519713,218,9,8.36,11.6,7.81
30,216,297,5,39,1,104.1,23.8,410.6,206,2281,15.57209042,2658,51,2.67,13.7,8
213,258,701,2.8,3,4,102,0.2,0,41,9,14.77836256,81,2,1.47,10.4,7.42
320,414,455,0.5,1,8,110.2,5.3,1,510,0,-15.63745504,89,9,0.66,14.3,8.29
76,3076,854,1.8,2,5,101.5,0.8,327,61.5,96,15.53061493,182,110,115,13.4,7.76
6,914,374,6.5,55,4,81.8,64.2,60.9,378,346,-15.6681205,611,131,7.32,16.7,7.5
9,20582,790,3,2,2,101.1,0.6,60.5,66.5,50,15.20789269,157,10,6.39,11.8,7.74
3,3494,847,0.9,7,6,103.2,1.3,17.1,63.3,90,15.67960459,211,6,1.67,14.9,7.71
30,122,237,3.1,2,2,95.5,3.6,15.6,121.5,2,-15.51547615,58,8,1.35,13.3,7.82
320,2423,690,12.1,5,1,98.9,5.2,123.6,60.7,30,-14.94824405,373,29,5.78,10.9,7.48
10,307,151,7.6,11,1,103.6,2.3,124.6,113.7,164,-15.65407295,338,17,2.65,16.9,7.82
220,151,672,11.3,3,1,95.7,7.4,122.3,44.8,4,-14.97998665,199,20,1.24,11,7.21
20,4716,605,12.2,3,1,103.2,4.6,65,62.2,32,15.41071056,295,24,3.3,12.7,7.48
21,809,231,5.8,6,2,96.2,4.1,165.8,156,17,15.68438714,142,15,4.12,16.4,7.75
3,2818,482,3.2,8,1,112.1,18.1,9.8,96.8,482,-15.69490363,616,33,1.4,16.1,7.19
91,546,159,13,8,2,114.8,17.9,41.3,133,169,15.65407295,401,48,5.32,16.9,7.7
268,78,829,2.4,4,5,100,3.2,15.8,51.5,40,14.42393844,73,5,1.51,9.5,7.51
53,1027,1009,0.5,2,8,98.8,1,3.1,75.3,33,13.62534403,49,3,2.23,7.9,7.92
425,293,622,5.4,6,8,107.1,6.7,83.3,88,152,15.63745504,300,23,1.85,14.3,7.97
457,30.5,722,4.8,11,1,102.7,6.1,201.4,182,224,15.48321672,413,18,2.09,13.1,8.18
17,2368,322,3.1,29,5,99.2,18.2,26.2,118.6,470,-15.6920362,633,29,3.81,15.2,7.56
55,1571,385,3.6,3,0,105,1,35.5,519,78,-15.18189712,267,18,25.5,19.7,8.13
80,304,413,4.2,11,8,98.2,6.7,248.1,59.8,284,15.41071056,409,16,2.22,12.7,7.54
10,2822,201,8.7,16,7,92.6,13.2,117.8,124.6,815,15.69968153,1030,60,10.2,15.6,7.42
15,1114,257,12.2,17,4,100.6,6.2,1187,75,261,15.7,549,71,61.7,15.7,7.72
320,19,725,2,8,2,100.1,12.4,74.9,68.1,31,15.39090641,90,18,1.45,12.6,7.59
18,6567,423,12.9,11,8,95.6,5.4,1607,75.6,177,15.69968153,511,76,57.5,15.8,7.38
518,2689,864,3.5,5,8,101.1,3.9,137.6,121.7,80,15.41071056,195,11,3.22,12.7,8.15
70,3451,746,3,5,7,98.6,6.4,98.7,155,178,-15.55892027,337,112,44.9,13.6,7.94
363,786,1005,0.9,7,8,100.8,18.6,10.9,104.8,37,14.88254011,79,25,0.79,10.7,7.76
131,2139,553,5.7,15,8,101.3,7.7,172.6,93.2,239,-15.6681205,403,20,3.49,14.7,7.93
329,121,863,0.9,3,0,98.2,4.4,8.4,97.1,40,15.2577849,86,9,2.67,12,7.92
26,2438,342,2.8,4,0,139.7,2.8,8.6,192,883,15.49967742,1067,13,1.99,18.2,9.06
488,384,1108,0.9,2,0,102.9,2,1,90.6,5,15.49967742,37,5,0.64,13.2,8.04
2,2001,663,1,3,0,113.6,3.6,7.4,166,56,-15.18189712,120,13,2.86,19.7,8.36
15,8431,486,2.9,60,8,92.3,15.7,178.2,154,211,15.6681205,415,43,3.4,16.7,7.54
320,1040,820,1.7,5,8,99.9,3.6,52.9,94,349,-15.42984122,456,11,1.76,12.8,8.06
10,12429,383,4.5,37,6,91.6,21.7,101.9,156,350,-15.63745504,590,59,8.72,17.1,7.45
15,2371,732,2.6,3,8,115.7,2.3,686.7,132,60,-15.69490363,162,11,5.05,15.3,8.83
11,1376,607,1.7,2,6,97.3,7.6,21.3,101.7,1,15.58460779,53,15,4.06,13.8,8
70,3451,746,5.7,4,2,99.2,5.1,1553.1,167,99,15.23318745,356,73,45.5,11.9,8.15
183,1404,888,1.8,3,8,101.3,0.5,38.2,56.8,18,-15.37042615,89,5,1.05,12.5,7.8
200,87,576,2.5,2,3,100.1,4.4,2,68.8,33,14.70510116,59,6,0.46,10.2,7.87
655,521,1422,0.4,2,3,101.1,2,0,46,4,14.77836256,20,4,0.81,10.4,7.88
152,716,371,5.6,12,7,101.7,10.5,161.6,238,441,-15.7,668,32,2.2,15.7,8.21
3,3494,847,0.5,5,6,105.4,2.1,1,65.4,83,15.61825855,131,6,1.56,17.3,7.82
