meter,time,reading
RX07000616,1930,0.466
RX07000623,1930,0.319
RX07000633,1930,0.367
RX07000664,1930,0.608
RX07000669,1930,1.69
RX07000670,1930,0.238
RX07000680,1930,0.202
RX07000683,1930,0.619
RX07000692,1930,0.318
RX07000698,1930,0.661
RX07000703,1930,0.511
RX07000714,1930,0.227
RX07000715,1930,0.736
RX07000726,1930,0.629
RX07000735,1930,0.776
RX07000756,1930,0.412
RX07000768,1930,0.288
RX07000771,1930,0.213
RX07000775,1930,0.238
RX07000782,1930,0.209
RX07000814,1930,0.135
RX07000830,1930,0.402
RX07000838,1930,0.261
RX07000865,1930,0.236
RX07000872,1930,0.7
RX07000884,1930,2.133
RX07000901,1930,0.193
RX07000908,1930,0.492
RX07000916,1930,1.068
RX07000928,1930,2.399
RX07000952,1930,0.22
RX07000962,1930,1.371
RX07000963,1930,0.136
RX07000967,1930,0.081
RX07000969,1930,1.803
RX07000977,1930,0.372
RX07001044,1930,1.181
RX07001048,1930,0.199
RX07001054,1930,1.128
RX07001061,1930,0.622
RX07001075,1930,0.366
RX07001084,1930,0.914
RX07001093,1930,0.457
RX07001100,1930,0.568
RX07001113,1930,1.165
RX07001127,1930,0.182
RX07001168,1930,0.75
RX07001172,1930,0.49
RX07001211,1930,0.57
RX07001224,1930,0.797
RX07001226,1930,0.231
RX07001232,1930,0.314
RX07001235,1930,0.328
RX07001245,1930,0.048
RX07001248,1930,0.542
RX07001255,1930,1.32
RX07001260,1930,1.461
RX07001287,1930,0.416
RX07001291,1930,0.58
RX07001324,1930,0.544
RX07001327,1930,1.225
RX07001329,1930,0.393
RX07001331,1930,0.194
RX07001340,1930,1.346
RX07001345,1930,0.191
RX07001359,1930,0.321
RX07001376,1930,0.757
RX07001407,1930,0.42
RX07001411,1930,0.724
RX07001456,1930,0.272
RX07001499,1930,0.302
RX07001509,1930,0.34
RX07001524,1930,0.493
RX07001529,1930,1.806
RX07001532,1930,0.637
RX07001535,1930,0.603
RX07001536,1930,0.166
RX07001558,1930,0.62
RX07001574,1930,0.984
RX07001832,1930,1.902
RX07001838,1930,0.273
RX07001841,1930,1.12
RX07001865,1930,0.913
RX07001867,1930,0.236
RX07001893,1930,0.126
RX07001907,1930,1.335
RX07001910,1930,0.253
RX07001935,1930,0.156
RX07001945,1930,0.592
RX07001951,1930,0.558
RX07001961,1930,1.773
RX07001966,1930,0.349
RX07001974,1930,0.504
RX07002001,1930,0.621
RX07002014,1930,0.486
RX07002018,1930,0.147
RX07002029,1930,0.35
RX07002033,1930,0.52
RX07002042,1930,1.289
RX07002043,1930,0.883
RX07002054,1930,0.578
RX07002084,1930,1.195
RX07002104,1930,0.518
RX07002106,1930,0.07
RX07002113,1930,0.798
RX07002121,1930,0.322
RX07002128,1930,0.524
RX07002131,1930,0.277
RX07002142,1930,0.265
RX07002154,1930,0.0
RX07002155,1930,0.176
RX07002166,1930,0.434
RX07002167,1930,0.294
RX07002181,1930,0.208
RX07002187,1930,2.554
RX07002199,1930,0.305
RX07002200,1930,1.134
RX07002212,1930,0.286
RX07002223,1930,0.404
RX07002241,1930,0.163
RX07002245,1930,0.302
RX07002250,1930,0.537
RX07002262,1930,0.74
RX07002263,1930,0.253
RX07002268,1930,0.488
RX07002279,1930,0.187
RX07002293,1930,0.27
RX07002308,1930,0.212
RX07002345,1930,0.276
RX07002355,1930,0.457
RX07002366,1930,0.204
RX07002372,1930,0.762
RX07002387,1930,0.21
RX07002404,1930,0.338
RX07002428,1930,0.7
RX07002440,1930,0.219
RX07002454,1930,0.174
RX07002456,1930,0.286
RX07002479,1930,0.244
RX07002488,1930,1.518
RX07002489,1930,1.32
RX07002524,1930,0.607
RX07002529,1930,1.578
RX07002552,1930,0.048
RX07002560,1930,0.496
RX07002568,1930,0.472
RX07002570,1930,0.728
RX07002587,1930,0.243
RX07002604,1930,1.129
RX07002630,1930,0.47
RX07002632,1930,0.522
RX07002648,1930,0.886
RX07002650,1930,0.557
RX07002658,1930,1.082
RX07002666,1930,0.286
RX07002668,1930,0.926
RX07002672,1930,0.748
207860297 ,2000,0.684
207860316 ,2000,1.019
207860322 ,2000,1.076
207860324 ,2000,0.242
207860359 ,2000,0.631
207860373 ,2000,2.124
207860393 ,2000,1.091
207860395 ,2000,0.836
207860402 ,2000,0.658
207860439 ,2000,1.414
207860447 ,2000,0.383
207860451 ,2000,0.235
207860500 ,2000,0.648
207860512 ,2000,0.755
207860520 ,2000,0.91
207860522 ,2000,0.502
207860531 ,2000,0.219
207860541 ,2000,1.555
207860545 ,2000,0.188
207860574 ,2000,0.072
207860604 ,2000,0.296
207860646 ,2000,1.133
207860686 ,2000,1.011
207860705 ,2000,0.135
RD07000023,2000,2.129
RD07000055,2000,0.728
RD07000070,2000,1.366
RD07000081,2000,0.363
RD07000097,2000,0.674
RD07000102,2000,0.953
RD07000309,2000,0.562
RD07000316,2000,1.12
RD07000327,2000,0.0
RX07000023,2000,0.246
RX07000024,2000,0.708
RX07000036,2000,0.15
RX07000043,2000,0.494
RX07000046,2000,0.638
RX07000053,2000,0.344
RX07000072,2000,0.057
RX07000073,2000,0.313
RX07000084,2000,0.599
RX07000087,2000,0.454
RX07000167,2000,0.245
RX07000176,2000,0.297
RX07000177,2000,0.903
RX07000179,2000,0.324
RX07000183,2000,0.527
RX07000190,2000,0.127
RX07000214,2000,0.878
RX07000240,2000,0.242
RX07000253,2000,0.206
RX07000254,2000,0.415
RX07000272,2000,1.69
RX07000281,2000,0.236
RX07000284,2000,0.873
RX07000304,2000,0.244
RX07000305,2000,0.334
RX07000329,2000,0.849
RX07000330,2000,2.005
RX07000331,2000,0.153
RX07000337,2000,0.547
RX07000338,2000,0.589
RX07000372,2000,0.461
RX07000391,2000,1.004
RX07000400,2000,1.852
RX07000404,2000,0.096
RX07000422,2000,0.264
RX07000429,2000,1.833
RX07000440,2000,0.287
RX07000445,2000,0.322
RX07000449,2000,0.258
RX07000460,2000,0.436
RX07000478,2000,0.398
RX07000484,2000,0.109
RX07000494,2000,0.162
RX07000497,2000,2.259
RX07000505,2000,0.468
RX07000517,2000,0.299
RX07000548,2000,0.272
RX07000562,2000,1.718
RX07000575,2000,0.12
RX07000583,2000,0.796
RX07000589,2000,0.341
RX07000616,2000,1.231
RX07000623,2000,1.732
RX07000633,2000,0.226
RX07000664,2000,1.138
RX07000669,2000,1.508
RX07000670,2000,0.642
RX07000680,2000,0.217
RX07000683,2000,0.419
RX07000692,2000,0.218
RX07000698,2000,0.832
RX07000703,2000,1.421
RX07000714,2000,0.391
RX07000715,2000,0.712
RX07000726,2000,0.732
RX07000735,2000,0.19
RX07000756,2000,0.365
RX07000768,2000,0.225
RX07000771,2000,0.443
RX07000775,2000,0.299
RX07000782,2000,1.012
RX07000814,2000,0.201
RX07000830,2000,0.215
RX07000838,2000,0.337
RX07000865,2000,0.252
RX07000872,2000,0.478
RX07000884,2000,0.839
RX07000901,2000,0.208
RX07000908,2000,0.61
RX07000916,2000,1.117
RX07000928,2000,1.549
RX07000952,2000,0.139
RX07000962,2000,1.49
RX07000963,2000,0.12
RX07000967,2000,0.079
RX07000969,2000,0.375
RX07000977,2000,0.335
RX07001044,2000,0.689
RX07001048,2000,0.42
RX07001054,2000,1.37
RX07001061,2000,0.538
RX07001075,2000,0.285
RX07001084,2000,0.583
RX07001093,2000,0.654
RX07001100,2000,0.61
RX07001113,2000,1.567
RX07001127,2000,0.244
RX07001168,2000,0.83
RX07001172,2000,0.639
RX07001211,2000,0.352
RX07001224,2000,0.749
RX07001226,2000,0.219
RX07001232,2000,0.264
RX07001235,2000,0.364
RX07001245,2000,0.072
RX07001248,2000,0.508
RX07001255,2000,0.962
RX07001260,2000,0.44
RX07001287,2000,0.288
RX07001291,2000,0.387
RX07001324,2000,0.473
RX07001327,2000,0.548
RX07001329,2000,0.647
RX07001331,2000,0.646
RX07001340,2000,0.6
RX07001345,2000,0.228
RX07001359,2000,0.321
RX07001376,2000,1.557
RX07001407,2000,0.384
RX07001411,2000,0.538
RX07001456,2000,0.238
RX07001499,2000,1.343
RX07001509,2000,0.378
RX07001524,2000,0.729
RX07001529,2000,0.224
RX07001532,2000,0.553
RX07001535,2000,1.716
RX07001536,2000,0.137
RX07001558,2000,0.682
RX07001574,2000,0.702
RX07001832,2000,0.818
RX07001838,2000,0.318
RX07001841,2000,0.971
RX07001865,2000,0.55
RX07001867,2000,0.256
RX07001893,2000,0.158
RX07001907,2000,1.505
RX07001910,2000,0.691
RX07001935,2000,0.158
RX07001945,2000,0.544
RX07001951,2000,0.428
RX07001961,2000,0.987
RX07001966,2000,0.285
RX07001974,2000,0.496
RX07002001,2000,0.652
RX07002014,2000,0.176
RX07002018,2000,0.148
RX07002029,2000,0.414
RX07002033,2000,0.598
RX07002042,2000,1.645
RX07002043,2000,0.856
RX07002054,2000,0.378
RX07002084,2000,0.863
RX07002104,2000,0.674
RX07002106,2000,0.086
RX07002113,2000,0.96
RX07002121,2000,0.284
RX07002128,2000,0.428
RX07002131,2000,0.26
RX07002142,2000,0.251
RX07002154,2000,0.0
RX07002155,2000,0.168
RX07002166,2000,1.552
RX07002167,2000,0.216
RX07002181,2000,0.266
RX07002187,2000,2.138
RX07002199,2000,0.343
RX07002200,2000,0.557
RX07002212,2000,0.173
RX07002223,2000,0.398
RX07002241,2000,0.159
RX07002245,2000,0.642
RX07002250,2000,1.086
RX07002262,2000,0.908
RX07002263,2000,0.091
RX07002268,2000,0.438
RX07002279,2000,0.228
RX07002293,2000,0.664
RX07002308,2000,0.386
RX07002345,2000,0.281
RX07002355,2000,0.412
RX07002366,2000,0.204
RX07002372,2000,0.942
RX07002387,2000,0.263
RX07002404,2000,0.292
RX07002428,2000,0.156
RX07002440,2000,0.212
RX07002454,2000,0.174
RX07002456,2000,0.888
RX07002479,2000,0.25
RX07002488,2000,0.226
RX07002489,2000,0.254
RX07002524,2000,0.635
RX07002529,2000,1.738
RX07002552,2000,0.06
RX07002560,2000,0.502
RX07002568,2000,0.516
RX07002570,2000,0.288
RX07002587,2000,0.273
RX07002604,2000,0.755
RX07002630,2000,0.472
RX07002632,2000,0.572
RX07002648,2000,0.174
RX07002650,2000,0.6
RX07002658,2000,1.998
RX07002666,2000,1.499
RX07002668,2000,0.32
RX07002672,2000,0.807
207860297 ,2030,0.502
207860316 ,2030,1.05
207860322 ,2030,1.383
207860324 ,2030,0.407
207860359 ,2030,1.099
207860373 ,2030,2.653
207860393 ,2030,0.727
207860395 ,2030,1.01
207860402 ,2030,0.433
207860439 ,2030,1.361
207860447 ,2030,0.632
207860451 ,2030,0.181
207860500 ,2030,0.742
207860512 ,2030,0.872
207860520 ,2030,1.04
207860522 ,2030,1.067
207860531 ,2030,0.155
207860541 ,2030,1.113
207860545 ,2030,0.12
207860574 ,2030,0.072
207860604 ,2030,0.859
207860646 ,2030,0.865
207860686 ,2030,0.712
207860705 ,2030,0.164
RD07000023,2030,1.484
RD07000055,2030,1.036
RD07000070,2030,0.847
RD07000081,2030,0.318
RD07000097,2030,0.328
RD07000102,2030,1.108
RD07000309,2030,1.338
RD07000316,2030,1.104
RD07000327,2030,0.0
RX07000023,2030,0.211
RX07000024,2030,0.401
RX07000036,2030,0.14
RX07000043,2030,1.496
RX07000046,2030,1.469
RX07000053,2030,0.833
RX07000072,2030,0.055
RX07000073,2030,0.726
RX07000084,2030,0.834
RX07000087,2030,0.418
RX07000167,2030,0.141
RX07000176,2030,0.314
RX07000177,2030,1.09
RX07000179,2030,1.04
RX07000183,2030,0.455
RX07000190,2030,0.093
RX07000214,2030,0.755
RX07000240,2030,0.161
RX07000253,2030,0.166
RX07000254,2030,0.476
RX07000272,2030,1.075
RX07000281,2030,0.246
RX07000284,2030,2.258
RX07000304,2030,0.251
RX07000305,2030,0.316
RX07000329,2030,0.167
RX07000330,2030,0.875
RX07000331,2030,0.285
RX07000337,2030,0.739
RX07000338,2030,0.308
RX07000372,2030,0.58
RX07000391,2030,0.249
RX07000400,2030,0.885
RX07000404,2030,0.068
RX07000422,2030,0.324
RX07000429,2030,0.581
RX07000440,2030,0.288
RX07000445,2030,0.299
RX07000449,2030,0.285
RX07000460,2030,0.304
RX07000478,2030,0.248
RX07000484,2030,0.107
RX07000494,2030,0.049
RX07000497,2030,0.66
RX07000505,2030,0.295
RX07000517,2030,0.267
RX07000548,2030,0.206
RX07000562,2030,1.504
RX07000575,2030,0.12
RX07000583,2030,0.492
RX07000589,2030,0.28
RX07000616,2030,2.225
RX07000623,2030,0.245
RX07000633,2030,0.16
RX07000664,2030,1.124
RX07000669,2030,0.546
RX07000670,2030,0.3
RX07000680,2030,0.21
RX07000683,2030,0.526
RX07000692,2030,0.228
RX07000698,2030,0.408
RX07000703,2030,0.316
RX07000714,2030,0.469
RX07000715,2030,0.702
RX07000726,2030,0.686
RX07000735,2030,0.174
RX07000756,2030,0.356
RX07000768,2030,0.2
RX07000771,2030,0.113
RX07000775,2030,0.225
RX07000782,2030,0.423
RX07000814,2030,0.206
RX07000830,2030,0.158
RX07000838,2030,0.229
RX07000865,2030,0.252
RX07000872,2030,0.53
RX07000884,2030,0.907
RX07000901,2030,0.283
RX07000908,2030,0.75
RX07000916,2030,0.659
RX07000928,2030,0.665
RX07000952,2030,0.509
RX07000962,2030,2.079
RX07000963,2030,0.074
RX07000967,2030,0.072
RX07000969,2030,0.367
RX07000977,2030,0.232
RX07001044,2030,0.353
RX07001048,2030,0.42
RX07001054,2030,1.252
RX07001061,2030,0.453
RX07001075,2030,0.143
RX07001084,2030,0.663
RX07001093,2030,0.674
RX07001100,2030,0.533
RX07001113,2030,1.278
RX07001127,2030,0.208
RX07001168,2030,0.707
RX07001172,2030,1.627
RX07001211,2030,0.332
RX07001224,2030,1.439
RX07001226,2030,0.231
RX07001232,2030,0.282
RX07001235,2030,0.466
RX07001245,2030,0.044
RX07001248,2030,0.498
RX07001255,2030,1.025
RX07001260,2030,0.435
RX07001287,2030,0.342
RX07001291,2030,0.505
RX07001324,2030,0.576
RX07001327,2030,1.482
RX07001329,2030,0.639
RX07001331,2030,0.206
RX07001340,2030,1.212
RX07001345,2030,0.166
RX07001359,2030,0.321
RX07001376,2030,0.706
RX07001407,2030,0.262
RX07001411,2030,1.052
RX07001456,2030,0.204
RX07001499,2030,0.257
RX07001509,2030,0.411
RX07001524,2030,1.171
RX07001529,2030,1.237
RX07001532,2030,0.765
RX07001535,2030,0.47
RX07001536,2030,0.102
RX07001558,2030,0.796
RX07001574,2030,0.694
RX07001832,2030,0.694
RX07001838,2030,0.343
RX07001841,2030,1.489
RX07001865,2030,0.295
RX07001867,2030,0.216
RX07001893,2030,0.174
RX07001907,2030,1.238
RX07001910,2030,0.223
RX07001935,2030,0.158
RX07001945,2030,0.362
RX07001951,2030,0.402
RX07001961,2030,0.851
RX07001966,2030,0.246
RX07001974,2030,0.682
RX07002001,2030,0.533
RX07002014,2030,0.205
RX07002018,2030,0.141
RX07002029,2030,0.187
RX07002033,2030,0.149
RX07002042,2030,2.15
RX07002043,2030,0.585
RX07002054,2030,0.277
RX07002084,2030,0.451
RX07002104,2030,0.471
RX07002106,2030,0.08
RX07002113,2030,1.211
RX07002121,2030,0.379
RX07002128,2030,0.217
RX07002131,2030,0.296
RX07002142,2030,0.215
RX07002154,2030,0.128
RX07002155,2030,0.198
RX07002166,2030,0.34
RX07002167,2030,0.114
RX07002181,2030,0.282
RX07002187,2030,1.7
RX07002199,2030,0.333
RX07002200,2030,1.269
RX07002212,2030,0.141
RX07002223,2030,0.285
RX07002241,2030,0.313
RX07002245,2030,0.23
RX07002250,2030,0.571
RX07002262,2030,0.353
RX07002263,2030,0.146
RX07002268,2030,0.447
RX07002279,2030,0.17
RX07002293,2030,0.304
RX07002308,2030,0.33
RX07002345,2030,0.264
RX07002355,2030,0.571
RX07002366,2030,0.256
RX07002372,2030,0.24
RX07002387,2030,0.275
RX07002404,2030,0.68
RX07002428,2030,0.127
RX07002440,2030,0.129
RX07002454,2030,0.18
RX07002456,2030,0.286
RX07002479,2030,0.272
RX07002488,2030,0.17
RX07002489,2030,0.714
RX07002524,2030,0.627
RX07002529,2030,0.522
RX07002552,2030,0.06
RX07002560,2030,0.614
RX07002568,2030,0.476
RX07002570,2030,0.266
RX07002587,2030,0.26
RX07002604,2030,0.745
RX07002630,2030,0.584
RX07002632,2030,0.222
RX07002648,2030,0.196
RX07002650,2030,0.902
RX07002658,2030,0.82
RX07002666,2030,0.816
RX07002668,2030,0.422
RX07002672,2030,0.566
207860297 ,2100,0.588
207860316 ,2100,2.14
207860322 ,2100,2.02
207860324 ,2100,0.247
207860359 ,2100,0.534
207860373 ,2100,1.595
207860393 ,2100,0.669
207860395 ,2100,1.333
207860402 ,2100,0.811
207860439 ,2100,0.84
207860447 ,2100,0.481
207860451 ,2100,0.192
207860500 ,2100,0.65
207860512 ,2100,1.179
207860520 ,2100,1.111
207860522 ,2100,0.381
207860531 ,2100,0.119
207860541 ,2100,1.12
207860545 ,2100,0.469
207860574 ,2100,0.072
207860604 ,2100,1.232
207860646 ,2100,1.075
207860686 ,2100,0.321
207860705 ,2100,0.148
RD07000023,2100,2.244
RD07000055,2100,1.35
RD07000070,2100,1.003
RD07000081,2100,0.234
RD07000097,2100,0.306
RD07000102,2100,0.552
RD07000309,2100,0.22
RD07000316,2100,0.615
RD07000327,2100,0.0
RX07000023,2100,0.412
RX07000024,2100,2.071
RX07000036,2100,0.132
RX07000043,2100,0.826
RX07000046,2100,2.103
RX07000053,2100,0.237
RX07000072,2100,0.034
RX07000073,2100,0.452
RX07000084,2100,0.412
RX07000087,2100,0.338
RX07000167,2100,0.145
RX07000176,2100,0.345
RX07000177,2100,0.52
RX07000179,2100,0.172
RX07000183,2100,0.271
RX07000190,2100,0.066
RX07000214,2100,1.101
RX07000240,2100,0.21
RX07000253,2100,0.149
RX07000254,2100,0.553
RX07000272,2100,0.422
RX07000281,2100,0.215
RX07000284,2100,0.851
RX07000304,2100,0.288
RX07000305,2100,0.281
RX07000329,2100,0.205
RX07000330,2100,0.668
RX07000331,2100,0.725
RX07000337,2100,0.627
RX07000338,2100,0.941
RX07000372,2100,1.05
RX07000391,2100,0.086
RX07000400,2100,1.375
RX07000404,2100,0.08
RX07000422,2100,0.348
RX07000429,2100,0.503
RX07000440,2100,0.579
RX07000445,2100,0.293
RX07000449,2100,0.27
RX07000460,2100,0.276
RX07000478,2100,0.201
RX07000484,2100,0.51
RX07000494,2100,0.094
RX07000497,2100,0.617
RX07000505,2100,0.337
RX07000517,2100,0.269
RX07000548,2100,0.098
RX07000562,2100,1.389
RX07000575,2100,0.055
RX07000583,2100,0.308
RX07000589,2100,0.348
RX07000616,2100,1.166
RX07000623,2100,0.184
RX07000633,2100,0.201
RX07000664,2100,0.486
RX07000669,2100,0.476
RX07000670,2100,0.25
RX07000680,2100,0.586
RX07000683,2100,0.558
RX07000692,2100,0.215
RX07000698,2100,0.474
RX07000703,2100,0.332
RX07000714,2100,0.202
RX07000715,2100,0.541
RX07000726,2100,0.665
RX07000735,2100,0.168
RX07000756,2100,0.996
RX07000768,2100,0.126
RX07000771,2100,0.085
RX07000775,2100,0.094
RX07000782,2100,0.17
RX07000814,2100,0.29
RX07000830,2100,0.295
RX07000838,2100,0.189
RX07000865,2100,0.24
RX07000872,2100,0.78
RX07000884,2100,1.253
RX07000901,2100,0.189
RX07000908,2100,1.788
RX07000916,2100,0.707
RX07000928,2100,2.094
RX07000952,2100,0.387
RX07000962,2100,1.431
RX07000963,2100,0.044
RX07000967,2100,0.22
RX07000969,2100,1.295
RX07000977,2100,0.335
RX07001044,2100,1.269
RX07001048,2100,0.258
RX07001054,2100,0.36
RX07001061,2100,0.419
RX07001075,2100,0.193
RX07001084,2100,0.539
RX07001093,2100,1.315
RX07001100,2100,0.582
RX07001113,2100,1.234
RX07001127,2100,0.782
RX07001168,2100,0.583
RX07001172,2100,0.909
RX07001211,2100,0.212
RX07001224,2100,1.154
RX07001226,2100,0.427
RX07001232,2100,0.272
RX07001235,2100,0.382
RX07001245,2100,0.078
RX07001248,2100,0.548
RX07001255,2100,0.407
RX07001260,2100,0.534
RX07001287,2100,0.282
RX07001291,2100,0.641
RX07001324,2100,0.261
RX07001327,2100,0.689
RX07001329,2100,0.219
RX07001331,2100,0.186
RX07001340,2100,0.682
RX07001345,2100,0.178
RX07001359,2100,0.321
RX07001376,2100,1.401
RX07001407,2100,0.184
RX07001411,2100,1.31
RX07001456,2100,0.24
RX07001499,2100,0.937
RX07001509,2100,0.345
RX07001524,2100,1.009
RX07001529,2100,0.247
RX07001532,2100,1.527
RX07001535,2100,0.47
RX07001536,2100,0.08
RX07001558,2100,0.49
RX07001574,2100,0.472
RX07001832,2100,2.4
RX07001838,2100,0.711
RX07001841,2100,0.301
RX07001865,2100,0.568
RX07001867,2100,0.176
RX07001893,2100,0.246
RX07001907,2100,0.924
RX07001910,2100,0.28
RX07001935,2100,0.158
RX07001945,2100,0.294
RX07001951,2100,0.458
RX07001961,2100,1.293
RX07001966,2100,0.723
RX07001974,2100,0.644
RX07002001,2100,0.509
RX07002014,2100,0.201
RX07002018,2100,0.222
RX07002029,2100,0.179
RX07002033,2100,0.075
RX07002042,2100,1.855
RX07002043,2100,1.608
RX07002054,2100,0.27
RX07002084,2100,0.342
RX07002104,2100,0.479
RX07002106,2100,0.082
RX07002113,2100,0.868
RX07002121,2100,0.975
RX07002128,2100,0.299
RX07002131,2100,1.4
RX07002142,2100,0.202
RX07002154,2100,0.38
RX07002155,2100,0.066
RX07002166,2100,0.26
RX07002167,2100,0.196
RX07002181,2100,0.604
RX07002187,2100,2.172
RX07002199,2100,0.324
RX07002200,2100,1.629
RX07002212,2100,0.606
RX07002223,2100,0.27
RX07002241,2100,0.918
RX07002245,2100,0.186
RX07002250,2100,0.428
RX07002262,2100,0.651
RX07002263,2100,0.109
RX07002268,2100,0.597
RX07002279,2100,0.173
RX07002293,2100,0.26
RX07002308,2100,0.252
RX07002345,2100,0.134
RX07002355,2100,0.404
RX07002366,2100,0.284
RX07002372,2100,0.222
RX07002387,2100,0.23
RX07002404,2100,1.386
RX07002428,2100,0.12
RX07002440,2100,0.202
RX07002454,2100,0.156
RX07002456,2100,0.188
RX07002479,2100,0.204
RX07002488,2100,0.16
RX07002489,2100,0.262
RX07002524,2100,0.684
RX07002529,2100,0.491
RX07002552,2100,0.05
RX07002560,2100,0.264
RX07002568,2100,0.648
RX07002570,2100,0.444
RX07002587,2100,0.178
RX07002604,2100,0.804
RX07002630,2100,0.657
RX07002632,2100,0.158
RX07002648,2100,0.88
RX07002650,2100,0.365
RX07002658,2100,0.598
RX07002666,2100,0.52
RX07002668,2100,0.584
RX07002672,2100,0.268
207860297 ,2130,1.076
207860316 ,2130,2.067
207860322 ,2130,2.251
207860324 ,2130,0.434
207860359 ,2130,0.218
207860373 ,2130,0.815
207860393 ,2130,0.36
207860395 ,2130,1.934
207860402 ,2130,0.426
207860439 ,2130,0.751
207860447 ,2130,0.202
207860451 ,2130,0.528
207860500 ,2130,0.547
207860512 ,2130,2.449
207860520 ,2130,0.465
207860522 ,2130,0.266
207860531 ,2130,0.155
207860541 ,2130,0.384
207860545 ,2130,0.639
207860574 ,2130,0.065
207860604 ,2130,0.307
207860646 ,2130,0.628
207860686 ,2130,0.052
207860705 ,2130,0.128
RD07000023,2130,1.115
RD07000055,2130,0.911
RD07000070,2130,0.381
RD07000081,2130,0.117
RD07000097,2130,0.203
RD07000102,2130,0.929
RD07000309,2130,0.338
RD07000316,2130,1.627
RD07000327,2130,0.0
RX07000023,2130,1.707
RX07000024,2130,0.53
RX07000036,2130,0.462
RX07000043,2130,1.298
RX07000046,2130,1.67
RX07000053,2130,0.245
RX07000072,2130,0.027
RX07000073,2130,0.363
RX07000084,2130,0.326
RX07000087,2130,1.049
RX07000167,2130,0.174
RX07000176,2130,0.314
RX07000177,2130,0.414
RX07000179,2130,0.08
RX07000183,2130,0.265
RX07000190,2130,0.056
RX07000214,2130,0.425
RX07000240,2130,0.218
RX07000253,2130,0.172
RX07000254,2130,0.369
RX07000272,2130,0.227
RX07000281,2130,0.231
RX07000284,2130,2.213
RX07000304,2130,0.33
RX07000305,2130,0.261
RX07000329,2130,0.348
RX07000330,2130,0.74
RX07000331,2130,0.082
RX07000337,2130,0.537
RX07000338,2130,0.412
RX07000372,2130,0.943
RX07000391,2130,0.086
RX07000400,2130,0.736
RX07000404,2130,0.096
RX07000422,2130,1.212
RX07000429,2130,0.897
RX07000440,2130,0.292
RX07000445,2130,0.206
RX07000449,2130,0.066
RX07000460,2130,0.258
RX07000478,2130,0.191
RX07000484,2130,0.109
RX07000494,2130,0.14
RX07000497,2130,0.117
RX07000505,2130,0.226
RX07000517,2130,0.276
RX07000548,2130,0.08
RX07000562,2130,2.165
RX07000575,2130,0.032
RX07000583,2130,0.479
RX07000589,2130,0.317
RX07000616,2130,0.205
RX07000623,2130,0.155
RX07000633,2130,0.179
RX07000664,2130,0.542
RX07000669,2130,0.42
RX07000670,2130,0.146
RX07000680,2130,0.229
RX07000683,2130,0.508
RX07000692,2130,0.234
RX07000698,2130,1.078
RX07000703,2130,0.38
RX07000714,2130,0.171
RX07000715,2130,0.273
RX07000726,2130,0.644
RX07000735,2130,0.144
RX07000756,2130,0.882
RX07000768,2130,0.679
RX07000771,2130,0.348
RX07000775,2130,0.321
RX07000782,2130,0.37
RX07000814,2130,0.236
RX07000830,2130,0.424
RX07000838,2130,0.153
RX07000865,2130,0.234
RX07000872,2130,0.23
RX07000884,2130,1.335
RX07000901,2130,0.089
RX07000908,2130,0.935
RX07000916,2130,0.559
RX07000928,2130,2.208
RX07000952,2130,0.112
RX07000962,2130,1.127
RX07000963,2130,0.038
RX07000967,2130,0.339
RX07000969,2130,0.318
RX07000977,2130,0.372
RX07001044,2130,1.46
RX07001048,2130,0.45
RX07001054,2130,0.268
RX07001061,2130,0.454
RX07001075,2130,0.117
RX07001084,2130,0.495
RX07001093,2130,0.686
RX07001100,2130,0.236
RX07001113,2130,0.968
RX07001127,2130,0.212
RX07001168,2130,0.541
RX07001172,2130,0.574
RX07001211,2130,0.172
RX07001224,2130,1.324
RX07001226,2130,0.147
RX07001232,2130,0.376
RX07001235,2130,1.048
RX07001245,2130,0.106
RX07001248,2130,0.528
RX07001255,2130,0.302
RX07001260,2130,0.339
RX07001287,2130,0.256
RX07001291,2130,0.606
RX07001324,2130,0.196
RX07001327,2130,1.14
RX07001329,2130,0.158
RX07001331,2130,0.182
RX07001340,2130,0.21
RX07001345,2130,0.142
RX07001359,2130,0.321
RX07001376,2130,1.186
RX07001407,2130,0.188
RX07001411,2130,1.278
RX07001456,2130,0.196
RX07001499,2130,0.804
RX07001509,2130,0.422
RX07001524,2130,0.833
RX07001529,2130,0.298
RX07001532,2130,0.618
RX07001535,2130,0.42
RX07001536,2130,0.351
RX07001558,2130,0.328
RX07001574,2130,0.372
RX07001832,2130,2.892
RX07001838,2130,0.363
RX07001841,2130,0.154
RX07001865,2130,0.555
RX07001867,2130,0.146
RX07001893,2130,0.234
RX07001907,2130,0.5
RX07001910,2130,0.255
RX07001935,2130,0.158
RX07001945,2130,0.31
RX07001951,2130,0.898
RX07001961,2130,0.286
RX07001966,2130,0.649
RX07001974,2130,0.515
RX07002001,2130,0.394
RX07002014,2130,0.152
RX07002018,2130,0.08
RX07002029,2130,1.211
RX07002033,2130,0.201
RX07002042,2130,0.739
RX07002043,2130,0.631
RX07002054,2130,0.166
RX07002084,2130,0.249
RX07002104,2130,0.69
RX07002106,2130,0.386
RX07002113,2130,0.681
RX07002121,2130,0.133
RX07002128,2130,0.802
RX07002131,2130,2.293
RX07002142,2130,0.268
RX07002154,2130,0.0
RX07002155,2130,0.1
RX07002166,2130,0.23
